#    L    TT             EE             TE             PP             TP          
  1319   0.699225E+03   0.317640E+02  -0.480953E+02   0.196898E+06   0.347597E+02
  1320   0.699783E+03   0.316793E+02  -0.488154E+02   0.196648E+06   0.349116E+02
  1321   0.700398E+03   0.315905E+02  -0.495263E+02   0.196400E+06   0.350615E+02
  1322   0.701068E+03   0.314979E+02  -0.502277E+02   0.196151E+06   0.352095E+02
  1323   0.701791E+03   0.314013E+02  -0.509193E+02   0.195904E+06   0.353556E+02
  1324   0.702568E+03   0.313008E+02  -0.516008E+02   0.195656E+06   0.354998E+02
  1325   0.703398E+03   0.311964E+02  -0.522718E+02   0.195410E+06   0.356420E+02
  1326   0.704278E+03   0.310883E+02  -0.529323E+02   0.195163E+06   0.357823E+02
  1327   0.705209E+03   0.309763E+02  -0.535819E+02   0.194917E+06   0.359207E+02
  1328   0.706189E+03   0.308605E+02  -0.542204E+02   0.194672E+06   0.360570E+02
  1329   0.707216E+03   0.307411E+02  -0.548474E+02   0.194427E+06   0.361914E+02
  1330   0.708291E+03   0.306181E+02  -0.554628E+02   0.194183E+06   0.363239E+02
  1331   0.709413E+03   0.304915E+02  -0.560663E+02   0.193939E+06   0.364543E+02
  1332   0.710578E+03   0.303613E+02  -0.566577E+02   0.193695E+06   0.365828E+02
  1333   0.711787E+03   0.302276E+02  -0.572368E+02   0.193452E+06   0.367093E+02
  1334   0.713039E+03   0.300906E+02  -0.578033E+02   0.193210E+06   0.368337E+02
  1335   0.714332E+03   0.299502E+02  -0.583569E+02   0.192968E+06   0.369562E+02
  1336   0.715666E+03   0.298065E+02  -0.588976E+02   0.192726E+06   0.370766E+02
  1337   0.717038E+03   0.296595E+02  -0.594251E+02   0.192485E+06   0.371950E+02
  1338   0.718449E+03   0.295094E+02  -0.599392E+02   0.192244E+06   0.373114E+02
  1339   0.719896E+03   0.293562E+02  -0.604397E+02   0.192004E+06   0.374257E+02
  1340   0.721379E+03   0.291999E+02  -0.609264E+02   0.191764E+06   0.375380E+02
  1341   0.722896E+03   0.290405E+02  -0.613992E+02   0.191525E+06   0.376483E+02
  1342   0.724446E+03   0.288783E+02  -0.618577E+02   0.191286E+06   0.377565E+02
  1343   0.726028E+03   0.287132E+02  -0.623019E+02   0.191048E+06   0.378626E+02
  1344   0.727640E+03   0.285452E+02  -0.627316E+02   0.190810E+06   0.379666E+02
  1345   0.729281E+03   0.283745E+02  -0.631466E+02   0.190573E+06   0.380686E+02
  1346   0.730950E+03   0.282011E+02  -0.635467E+02   0.190336E+06   0.381685E+02
  1347   0.732646E+03   0.280250E+02  -0.639319E+02   0.190099E+06   0.382662E+02
  1348   0.734367E+03   0.278463E+02  -0.643018E+02   0.189863E+06   0.383619E+02
  1349   0.736111E+03   0.276652E+02  -0.646563E+02   0.189627E+06   0.384555E+02
  1350   0.737879E+03   0.274817E+02  -0.649956E+02   0.189392E+06   0.385469E+02
  1351   0.739667E+03   0.272958E+02  -0.653194E+02   0.189157E+06   0.386362E+02
  1352   0.741476E+03   0.271076E+02  -0.656276E+02   0.188923E+06   0.387234E+02
  1353   0.743306E+03   0.269173E+02  -0.659202E+02   0.188689E+06   0.388084E+02
  1354   0.745148E+03   0.267250E+02  -0.661971E+02   0.188456E+06   0.388912E+02
  1355   0.747011E+03   0.265306E+02  -0.664582E+02   0.188223E+06   0.389718E+02
  1356   0.748890E+03   0.263344E+02  -0.667035E+02   0.187990E+06   0.390502E+02
  1357   0.750784E+03   0.261364E+02  -0.669329E+02   0.187758E+06   0.391264E+02
  1358   0.752693E+03   0.259366E+02  -0.671463E+02   0.187526E+06   0.392003E+02
  1359   0.754609E+03   0.257351E+02  -0.673437E+02   0.187295E+06   0.392719E+02
  1360   0.756532E+03   0.255320E+02  -0.675249E+02   0.187064E+06   0.393412E+02
  1361   0.758463E+03   0.253274E+02  -0.676899E+02   0.186834E+06   0.394082E+02
  1362   0.760409E+03   0.251213E+02  -0.678387E+02   0.186604E+06   0.394729E+02
  1363   0.762355E+03   0.249138E+02  -0.679712E+02   0.186374E+06   0.395352E+02
  1364   0.764309E+03   0.247051E+02  -0.680874E+02   0.186145E+06   0.395951E+02
  1365   0.766269E+03   0.244951E+02  -0.681874E+02   0.185917E+06   0.396526E+02
  1366   0.768223E+03   0.242840E+02  -0.682710E+02   0.185688E+06   0.397078E+02
  1367   0.770184E+03   0.240719E+02  -0.683382E+02   0.185461E+06   0.397604E+02
  1368   0.772145E+03   0.238587E+02  -0.683892E+02   0.185233E+06   0.398107E+02
  1369   0.774098E+03   0.236447E+02  -0.684238E+02   0.185006E+06   0.398584E+02
  1370   0.776059E+03   0.234300E+02  -0.684421E+02   0.184780E+06   0.399037E+02
  1371   0.778006E+03   0.232145E+02  -0.684441E+02   0.184554E+06   0.399464E+02
  1372   0.779952E+03   0.229984E+02  -0.684299E+02   0.184328E+06   0.399867E+02
  1373   0.781891E+03   0.227818E+02  -0.683995E+02   0.184103E+06   0.400243E+02
  1374   0.783822E+03   0.225646E+02  -0.683530E+02   0.183878E+06   0.400594E+02
  1375   0.785739E+03   0.223472E+02  -0.682903E+02   0.183653E+06   0.400920E+02
  1376   0.787648E+03   0.221295E+02  -0.682116E+02   0.183429E+06   0.401219E+02
  1377   0.789550E+03   0.219115E+02  -0.681168E+02   0.183206E+06   0.401491E+02
  1378   0.791437E+03   0.216934E+02  -0.680061E+02   0.182982E+06   0.401738E+02
  1379   0.793309E+03   0.214752E+02  -0.678795E+02   0.182760E+06   0.401957E+02
  1380   0.795159E+03   0.212572E+02  -0.677370E+02   0.182537E+06   0.402150E+02
  1381   0.797001E+03   0.210391E+02  -0.675786E+02   0.182315E+06   0.402316E+02
  1382   0.798821E+03   0.208212E+02  -0.674045E+02   0.182094E+06   0.402454E+02
  1383   0.800619E+03   0.206036E+02  -0.672146E+02   0.181873E+06   0.402565E+02
  1384   0.802395E+03   0.203862E+02  -0.670091E+02   0.181652E+06   0.402649E+02
  1385   0.804156E+03   0.201693E+02  -0.667882E+02   0.181431E+06   0.402704E+02
  1386   0.805894E+03   0.199530E+02  -0.665520E+02   0.181211E+06   0.402732E+02
  1387   0.807603E+03   0.197372E+02  -0.663006E+02   0.180992E+06   0.402731E+02
  1388   0.809290E+03   0.195221E+02  -0.660343E+02   0.180773E+06   0.402702E+02
  1389   0.810947E+03   0.193077E+02  -0.657531E+02   0.180554E+06   0.402645E+02
  1390   0.812582E+03   0.190942E+02  -0.654572E+02   0.180336E+06   0.402558E+02
  1391   0.814187E+03   0.188816E+02  -0.651468E+02   0.180118E+06   0.402443E+02
  1392   0.815762E+03   0.186700E+02  -0.648219E+02   0.179900E+06   0.402298E+02
  1393   0.817315E+03   0.184595E+02  -0.644828E+02   0.179683E+06   0.402124E+02
  1394   0.818831E+03   0.182501E+02  -0.641294E+02   0.179466E+06   0.401921E+02
  1395   0.820310E+03   0.180419E+02  -0.637621E+02   0.179250E+06   0.401688E+02
  1396   0.821759E+03   0.178350E+02  -0.633809E+02   0.179034E+06   0.401424E+02
  1397   0.823178E+03   0.176294E+02  -0.629859E+02   0.178818E+06   0.401131E+02
  1398   0.824553E+03   0.174253E+02  -0.625773E+02   0.178603E+06   0.400807E+02
  1399   0.825899E+03   0.172226E+02  -0.621554E+02   0.178388E+06   0.400453E+02
  1400   0.827199E+03   0.170215E+02  -0.617203E+02   0.178174E+06   0.400068E+02
  1401   0.828470E+03   0.168220E+02  -0.612724E+02   0.177960E+06   0.399653E+02
  1402   0.829697E+03   0.166243E+02  -0.608115E+02   0.177746E+06   0.399207E+02
  1403   0.830886E+03   0.164282E+02  -0.603382E+02   0.177533E+06   0.398733E+02
  1404   0.832038E+03   0.162340E+02  -0.598525E+02   0.177320E+06   0.398230E+02
  1405   0.833146E+03   0.160417E+02  -0.593547E+02   0.177108E+06   0.397701E+02
  1406   0.834209E+03   0.158515E+02  -0.588449E+02   0.176895E+06   0.397146E+02
  1407   0.835227E+03   0.156631E+02  -0.583234E+02   0.176684E+06   0.396566E+02
  1408   0.836209E+03   0.154769E+02  -0.577903E+02   0.176472E+06   0.395962E+02
  1409   0.837138E+03   0.152928E+02  -0.572459E+02   0.176261E+06   0.395335E+02
  1410   0.838030E+03   0.151109E+02  -0.566905E+02   0.176051E+06   0.394687E+02
  1411   0.838871E+03   0.149313E+02  -0.561241E+02   0.175840E+06   0.394017E+02
  1412   0.839666E+03   0.147540E+02  -0.555472E+02   0.175631E+06   0.393328E+02
  1413   0.840410E+03   0.145791E+02  -0.549598E+02   0.175421E+06   0.392620E+02
  1414   0.841109E+03   0.144066E+02  -0.543625E+02   0.175212E+06   0.391894E+02
  1415   0.841756E+03   0.142366E+02  -0.537552E+02   0.175003E+06   0.391151E+02
  1416   0.842359E+03   0.140692E+02  -0.531385E+02   0.174795E+06   0.390393E+02
  1417   0.842910E+03   0.139044E+02  -0.525125E+02   0.174587E+06   0.389619E+02
  1418   0.843416E+03   0.137422E+02  -0.518775E+02   0.174379E+06   0.388832E+02
  1419   0.843870E+03   0.135829E+02  -0.512337E+02   0.174172E+06   0.388032E+02
  1420   0.844272E+03   0.134262E+02  -0.505815E+02   0.173965E+06   0.387220E+02
  1421   0.844622E+03   0.132724E+02  -0.499211E+02   0.173759E+06   0.386398E+02
  1422   0.844921E+03   0.131215E+02  -0.492527E+02   0.173552E+06   0.385565E+02
  1423   0.845174E+03   0.129733E+02  -0.485766E+02   0.173347E+06   0.384724E+02
  1424   0.845368E+03   0.128283E+02  -0.478931E+02   0.173141E+06   0.383875E+02
  1425   0.845511E+03   0.126862E+02  -0.472024E+02   0.172936E+06   0.383020E+02
  1426   0.845601E+03   0.125471E+02  -0.465048E+02   0.172731E+06   0.382158E+02
  1427   0.845632E+03   0.124111E+02  -0.458006E+02   0.172527E+06   0.381292E+02
  1428   0.845610E+03   0.122783E+02  -0.450899E+02   0.172323E+06   0.380422E+02
  1429   0.845537E+03   0.121485E+02  -0.443734E+02   0.172119E+06   0.379549E+02
  1430   0.845412E+03   0.120219E+02  -0.436509E+02   0.171916E+06   0.378675E+02
  1431   0.845228E+03   0.118986E+02  -0.429230E+02   0.171713E+06   0.377800E+02
  1432   0.844991E+03   0.117786E+02  -0.421899E+02   0.171511E+06   0.376925E+02
  1433   0.844695E+03   0.116618E+02  -0.414518E+02   0.171308E+06   0.376051E+02
  1434   0.844347E+03   0.115483E+02  -0.407090E+02   0.171107E+06   0.375180E+02
  1435   0.843940E+03   0.114382E+02  -0.399620E+02   0.170905E+06   0.374312E+02
  1436   0.843480E+03   0.113315E+02  -0.392108E+02   0.170704E+06   0.373449E+02
  1437   0.842962E+03   0.112281E+02  -0.384559E+02   0.170503E+06   0.372590E+02
  1438   0.842383E+03   0.111281E+02  -0.376974E+02   0.170303E+06   0.371738E+02
  1439   0.841753E+03   0.110317E+02  -0.369359E+02   0.170103E+06   0.370893E+02
  1440   0.841071E+03   0.109387E+02  -0.361713E+02   0.169903E+06   0.370057E+02
  1441   0.840329E+03   0.108492E+02  -0.354041E+02   0.169704E+06   0.369230E+02
  1442   0.839528E+03   0.107632E+02  -0.346346E+02   0.169505E+06   0.368413E+02
  1443   0.838668E+03   0.106806E+02  -0.338629E+02   0.169306E+06   0.367608E+02
  1444   0.837755E+03   0.106017E+02  -0.330896E+02   0.169108E+06   0.366815E+02
  1445   0.836783E+03   0.105263E+02  -0.323147E+02   0.168910E+06   0.366035E+02
  1446   0.835752E+03   0.104544E+02  -0.315385E+02   0.168712E+06   0.365270E+02
  1447   0.834669E+03   0.103861E+02  -0.307614E+02   0.168515E+06   0.364520E+02
  1448   0.833526E+03   0.103214E+02  -0.299837E+02   0.168318E+06   0.363787E+02
  1449   0.832324E+03   0.102604E+02  -0.292057E+02   0.168121E+06   0.363071E+02
  1450   0.831070E+03   0.102029E+02  -0.284276E+02   0.167925E+06   0.362373E+02
  1451   0.829764E+03   0.101490E+02  -0.276498E+02   0.167729E+06   0.361694E+02
  1452   0.828398E+03   0.100987E+02  -0.268726E+02   0.167533E+06   0.361034E+02
  1453   0.826973E+03   0.100520E+02  -0.260963E+02   0.167338E+06   0.360390E+02
  1454   0.825496E+03   0.100090E+02  -0.253211E+02   0.167143E+06   0.359763E+02
  1455   0.823967E+03   0.996957E+01  -0.245474E+02   0.166948E+06   0.359150E+02
  1456   0.822386E+03   0.993376E+01  -0.237753E+02   0.166754E+06   0.358550E+02
  1457   0.820753E+03   0.990158E+01  -0.230052E+02   0.166560E+06   0.357963E+02
  1458   0.819061E+03   0.987290E+01  -0.222373E+02   0.166367E+06   0.357386E+02
  1459   0.817316E+03   0.984786E+01  -0.214719E+02   0.166173E+06   0.356819E+02
  1460   0.815520E+03   0.982646E+01  -0.207092E+02   0.165980E+06   0.356261E+02
  1461   0.813671E+03   0.980854E+01  -0.199496E+02   0.165788E+06   0.355711E+02
  1462   0.811771E+03   0.979420E+01  -0.191932E+02   0.165595E+06   0.355166E+02
  1463   0.809818E+03   0.978342E+01  -0.184405E+02   0.165404E+06   0.354626E+02
  1464   0.807814E+03   0.977613E+01  -0.176915E+02   0.165212E+06   0.354091E+02
  1465   0.805758E+03   0.977241E+01  -0.169465E+02   0.165021E+06   0.353558E+02
  1466   0.803657E+03   0.977218E+01  -0.162060E+02   0.164830E+06   0.353026E+02
  1467   0.801504E+03   0.977536E+01  -0.154700E+02   0.164639E+06   0.352494E+02
  1468   0.799306E+03   0.978212E+01  -0.147389E+02   0.164449E+06   0.351962E+02
  1469   0.797056E+03   0.979221E+01  -0.140129E+02   0.164259E+06   0.351427E+02
  1470   0.794755E+03   0.980580E+01  -0.132922E+02   0.164069E+06   0.350889E+02
  1471   0.792416E+03   0.982273E+01  -0.125771E+02   0.163880E+06   0.350346E+02
  1472   0.790025E+03   0.984308E+01  -0.118678E+02   0.163691E+06   0.349797E+02
  1473   0.787582E+03   0.986669E+01  -0.111646E+02   0.163502E+06   0.349242E+02
  1474   0.785102E+03   0.989373E+01  -0.104677E+02   0.163314E+06   0.348678E+02
  1475   0.782571E+03   0.992395E+01  -0.977740E+01   0.163126E+06   0.348104E+02
  1476   0.780001E+03   0.995753E+01  -0.909379E+01   0.162938E+06   0.347521E+02
  1477   0.777388E+03   0.999429E+01  -0.841723E+01   0.162751E+06   0.346925E+02
  1478   0.774730E+03   0.100342E+02  -0.774787E+01   0.162564E+06   0.346316E+02
  1479   0.772034E+03   0.100773E+02  -0.708592E+01   0.162377E+06   0.345693E+02
  1480   0.769294E+03   0.101235E+02  -0.643164E+01   0.162191E+06   0.345055E+02
  1481   0.766517E+03   0.101729E+02  -0.578523E+01   0.162005E+06   0.344400E+02
  1482   0.763695E+03   0.102253E+02  -0.514689E+01   0.161819E+06   0.343727E+02
  1483   0.760836E+03   0.102807E+02  -0.451682E+01   0.161633E+06   0.343035E+02
  1484   0.757948E+03   0.103391E+02  -0.389520E+01   0.161448E+06   0.342323E+02
  1485   0.755014E+03   0.104005E+02  -0.328224E+01   0.161263E+06   0.341589E+02
  1486   0.752052E+03   0.104647E+02  -0.267812E+01   0.161079E+06   0.340833E+02
  1487   0.749044E+03   0.105317E+02  -0.208305E+01   0.160895E+06   0.340053E+02
  1488   0.746007E+03   0.106016E+02  -0.149720E+01   0.160711E+06   0.339248E+02
  1489   0.742940E+03   0.106743E+02  -0.920754E+00   0.160527E+06   0.338417E+02
  1490   0.739832E+03   0.107497E+02  -0.353885E+00   0.160344E+06   0.337558E+02
  1491   0.736694E+03   0.108277E+02   0.203244E+00   0.160161E+06   0.336671E+02
  1492   0.733525E+03   0.109084E+02   0.750463E+00   0.159978E+06   0.335754E+02
  1493   0.730326E+03   0.109917E+02   0.128759E+01   0.159796E+06   0.334806E+02
  1494   0.727096E+03   0.110774E+02   0.181448E+01   0.159614E+06   0.333825E+02
  1495   0.723838E+03   0.111657E+02   0.233095E+01   0.159432E+06   0.332812E+02
  1496   0.720551E+03   0.112564E+02   0.283687E+01   0.159251E+06   0.331763E+02
  1497   0.717237E+03   0.113494E+02   0.333211E+01   0.159070E+06   0.330679E+02
  1498   0.713896E+03   0.114448E+02   0.381654E+01   0.158889E+06   0.329558E+02
  1499   0.710530E+03   0.115424E+02   0.429003E+01   0.158708E+06   0.328398E+02
  1500   0.707140E+03   0.116423E+02   0.475245E+01   0.158528E+06   0.327199E+02
  1501   0.703726E+03   0.117443E+02   0.520366E+01   0.158348E+06   0.325960E+02
  1502   0.700290E+03   0.118484E+02   0.564355E+01   0.158169E+06   0.324681E+02
  1503   0.696832E+03   0.119546E+02   0.607200E+01   0.157989E+06   0.323363E+02
  1504   0.693353E+03   0.120627E+02   0.648892E+01   0.157810E+06   0.322006E+02
  1505   0.689855E+03   0.121728E+02   0.689421E+01   0.157632E+06   0.320613E+02
  1506   0.686338E+03   0.122847E+02   0.728775E+01   0.157453E+06   0.319183E+02
  1507   0.682801E+03   0.123984E+02   0.766945E+01   0.157275E+06   0.317717E+02
  1508   0.679248E+03   0.125140E+02   0.803918E+01   0.157097E+06   0.316217E+02
  1509   0.675679E+03   0.126311E+02   0.839696E+01   0.156920E+06   0.314682E+02
  1510   0.672093E+03   0.127500E+02   0.874255E+01   0.156743E+06   0.313115E+02
  1511   0.668493E+03   0.128703E+02   0.907604E+01   0.156566E+06   0.311515E+02
  1512   0.664881E+03   0.129923E+02   0.939735E+01   0.156389E+06   0.309883E+02
  1513   0.661257E+03   0.131156E+02   0.970648E+01   0.156213E+06   0.308221E+02
  1514   0.657621E+03   0.132403E+02   0.100033E+02   0.156037E+06   0.306529E+02
  1515   0.653977E+03   0.133664E+02   0.102878E+02   0.155861E+06   0.304808E+02
  1516   0.650324E+03   0.134938E+02   0.105600E+02   0.155686E+06   0.303059E+02
  1517   0.646664E+03   0.136223E+02   0.108197E+02   0.155510E+06   0.301283E+02
  1518   0.642998E+03   0.137520E+02   0.110670E+02   0.155336E+06   0.299480E+02
  1519   0.639325E+03   0.138828E+02   0.113019E+02   0.155161E+06   0.297652E+02
  1520   0.635649E+03   0.140145E+02   0.115243E+02   0.154987E+06   0.295798E+02
  1521   0.631968E+03   0.141472E+02   0.117342E+02   0.154813E+06   0.293921E+02
  1522   0.628284E+03   0.142809E+02   0.119316E+02   0.154639E+06   0.292021E+02
  1523   0.624599E+03   0.144153E+02   0.121164E+02   0.154466E+06   0.290098E+02
  1524   0.620912E+03   0.145505E+02   0.122887E+02   0.154293E+06   0.288153E+02
  1525   0.617225E+03   0.146864E+02   0.124483E+02   0.154120E+06   0.286188E+02
  1526   0.613540E+03   0.148229E+02   0.125955E+02   0.153947E+06   0.284204E+02
  1527   0.609857E+03   0.149600E+02   0.127301E+02   0.153775E+06   0.282200E+02
  1528   0.606176E+03   0.150975E+02   0.128522E+02   0.153603E+06   0.280178E+02
  1529   0.602500E+03   0.152355E+02   0.129619E+02   0.153432E+06   0.278138E+02
  1530   0.598828E+03   0.153739E+02   0.130591E+02   0.153260E+06   0.276083E+02
  1531   0.595162E+03   0.155126E+02   0.131437E+02   0.153089E+06   0.274011E+02
  1532   0.591502E+03   0.156515E+02   0.132160E+02   0.152918E+06   0.271925E+02
  1533   0.587850E+03   0.157906E+02   0.132758E+02   0.152748E+06   0.269824E+02
  1534   0.584206E+03   0.159298E+02   0.133233E+02   0.152577E+06   0.267711E+02
  1535   0.580572E+03   0.160691E+02   0.133585E+02   0.152408E+06   0.265585E+02
  1536   0.576947E+03   0.162083E+02   0.133814E+02   0.152238E+06   0.263447E+02
  1537   0.573332E+03   0.163473E+02   0.133920E+02   0.152068E+06   0.261299E+02
  1538   0.569730E+03   0.164863E+02   0.133904E+02   0.151899E+06   0.259141E+02
  1539   0.566141E+03   0.166250E+02   0.133767E+02   0.151730E+06   0.256974E+02
  1540   0.562565E+03   0.167634E+02   0.133510E+02   0.151562E+06   0.254799E+02
  1541   0.559002E+03   0.169015E+02   0.133133E+02   0.151394E+06   0.252616E+02
  1542   0.555457E+03   0.170392E+02   0.132638E+02   0.151226E+06   0.250427E+02
  1543   0.551926E+03   0.171764E+02   0.132025E+02   0.151058E+06   0.248233E+02
  1544   0.548414E+03   0.173132E+02   0.131296E+02   0.150890E+06   0.246033E+02
  1545   0.544919E+03   0.174493E+02   0.130450E+02   0.150723E+06   0.243829E+02
  1546   0.541443E+03   0.175847E+02   0.129489E+02   0.150556E+06   0.241623E+02
  1547   0.537987E+03   0.177195E+02   0.128414E+02   0.150390E+06   0.239413E+02
  1548   0.534550E+03   0.178535E+02   0.127226E+02   0.150223E+06   0.237203E+02
  1549   0.531135E+03   0.179866E+02   0.125925E+02   0.150057E+06   0.234991E+02
  1550   0.527741E+03   0.181188E+02   0.124514E+02   0.149892E+06   0.232780E+02
  1551   0.524370E+03   0.182501E+02   0.122992E+02   0.149726E+06   0.230570E+02
  1552   0.521022E+03   0.183803E+02   0.121361E+02   0.149561E+06   0.228360E+02
  1553   0.517698E+03   0.185095E+02   0.119623E+02   0.149396E+06   0.226153E+02
  1554   0.514398E+03   0.186376E+02   0.117778E+02   0.149231E+06   0.223947E+02
  1555   0.511123E+03   0.187644E+02   0.115828E+02   0.149067E+06   0.221744E+02
  1556   0.507874E+03   0.188900E+02   0.113775E+02   0.148903E+06   0.219543E+02
  1557   0.504652E+03   0.190144E+02   0.111619E+02   0.148739E+06   0.217346E+02
  1558   0.501457E+03   0.191374E+02   0.109363E+02   0.148575E+06   0.215151E+02
  1559   0.498291E+03   0.192590E+02   0.107007E+02   0.148412E+06   0.212960E+02
  1560   0.495152E+03   0.193791E+02   0.104553E+02   0.148249E+06   0.210773E+02
  1561   0.492043E+03   0.194978E+02   0.102004E+02   0.148086E+06   0.208590E+02
  1562   0.488964E+03   0.196149E+02   0.993595E+01   0.147923E+06   0.206412E+02
  1563   0.485915E+03   0.197304E+02   0.966222E+01   0.147761E+06   0.204239E+02
  1564   0.482898E+03   0.198443E+02   0.937936E+01   0.147599E+06   0.202071E+02
  1565   0.479912E+03   0.199565E+02   0.908758E+01   0.147437E+06   0.199908E+02
  1566   0.476958E+03   0.200669E+02   0.878695E+01   0.147276E+06   0.197751E+02
  1567   0.474037E+03   0.201756E+02   0.847771E+01   0.147114E+06   0.195601E+02
  1568   0.471149E+03   0.202825E+02   0.815992E+01   0.146953E+06   0.193457E+02
  1569   0.468295E+03   0.203874E+02   0.783388E+01   0.146793E+06   0.191320E+02
  1570   0.465475E+03   0.204905E+02   0.749974E+01   0.146632E+06   0.189190E+02
  1571   0.462690E+03   0.205914E+02   0.715760E+01   0.146472E+06   0.187067E+02
  1572   0.459939E+03   0.206905E+02   0.680767E+01   0.146312E+06   0.184953E+02
  1573   0.457224E+03   0.207875E+02   0.645015E+01   0.146152E+06   0.182846E+02
  1574   0.454546E+03   0.208823E+02   0.608524E+01   0.145993E+06   0.180748E+02
  1575   0.451903E+03   0.209750E+02   0.571315E+01   0.145834E+06   0.178659E+02
  1576   0.449298E+03   0.210656E+02   0.533409E+01   0.145675E+06   0.176579E+02
  1577   0.446730E+03   0.211540E+02   0.494826E+01   0.145516E+06   0.174508E+02
  1578   0.444200E+03   0.212402E+02   0.455588E+01   0.145358E+06   0.172447E+02
  1579   0.441708E+03   0.213241E+02   0.415713E+01   0.145200E+06   0.170396E+02
  1580   0.439255E+03   0.214057E+02   0.375222E+01   0.145042E+06   0.168356E+02
  1581   0.436840E+03   0.214850E+02   0.334135E+01   0.144884E+06   0.166327E+02
  1582   0.434465E+03   0.215620E+02   0.292470E+01   0.144727E+06   0.164308E+02
  1583   0.432130E+03   0.216366E+02   0.250245E+01   0.144570E+06   0.162301E+02
  1584   0.429834E+03   0.217088E+02   0.207482E+01   0.144413E+06   0.160306E+02
  1585   0.427577E+03   0.217784E+02   0.164200E+01   0.144256E+06   0.158323E+02
  1586   0.425361E+03   0.218456E+02   0.120415E+01   0.144100E+06   0.156352E+02
  1587   0.423185E+03   0.219103E+02   0.761507E+00   0.143944E+06   0.154394E+02
  1588   0.421050E+03   0.219724E+02   0.314274E+00   0.143788E+06   0.152449E+02
  1589   0.418955E+03   0.220320E+02  -0.137349E+00   0.143633E+06   0.150517E+02
  1590   0.416901E+03   0.220889E+02  -0.593151E+00   0.143477E+06   0.148599E+02
  1591   0.414888E+03   0.221433E+02  -0.105293E+01   0.143322E+06   0.146695E+02
  1592   0.412916E+03   0.221950E+02  -0.151646E+01   0.143167E+06   0.144806E+02
  1593   0.410985E+03   0.222440E+02  -0.198355E+01   0.143013E+06   0.142931E+02
  1594   0.409096E+03   0.222903E+02  -0.245399E+01   0.142858E+06   0.141071E+02
  1595   0.407249E+03   0.223339E+02  -0.292755E+01   0.142704E+06   0.139227E+02
  1596   0.405442E+03   0.223749E+02  -0.340404E+01   0.142551E+06   0.137398E+02
  1597   0.403678E+03   0.224130E+02  -0.388323E+01   0.142397E+06   0.135585E+02
  1598   0.401955E+03   0.224485E+02  -0.436492E+01   0.142244E+06   0.133789E+02
  1599   0.400273E+03   0.224812E+02  -0.484888E+01   0.142090E+06   0.132009E+02
  1600   0.398634E+03   0.225110E+02  -0.533492E+01   0.141938E+06   0.130246E+02
  1601   0.397037E+03   0.225381E+02  -0.582282E+01   0.141785E+06   0.128500E+02
  1602   0.395480E+03   0.225624E+02  -0.631239E+01   0.141633E+06   0.126772E+02
  1603   0.393965E+03   0.225838E+02  -0.680343E+01   0.141481E+06   0.125062E+02
  1604   0.392492E+03   0.226025E+02  -0.729573E+01   0.141329E+06   0.123369E+02
  1605   0.391061E+03   0.226182E+02  -0.778911E+01   0.141177E+06   0.121694E+02
  1606   0.389670E+03   0.226311E+02  -0.828334E+01   0.141026E+06   0.120038E+02
  1607   0.388321E+03   0.226412E+02  -0.877817E+01   0.140875E+06   0.118400E+02
  1608   0.387013E+03   0.226483E+02  -0.927353E+01   0.140724E+06   0.116780E+02
  1609   0.385745E+03   0.226526E+02  -0.976904E+01   0.140573E+06   0.115179E+02
  1610   0.384519E+03   0.226540E+02  -0.102646E+02   0.140423E+06   0.113598E+02
  1611   0.383333E+03   0.226527E+02  -0.107599E+02   0.140272E+06   0.112035E+02
  1612   0.382188E+03   0.226484E+02  -0.112548E+02   0.140122E+06   0.110491E+02
  1613   0.381084E+03   0.226414E+02  -0.117491E+02   0.139973E+06   0.108967E+02
  1614   0.380019E+03   0.226316E+02  -0.122425E+02   0.139823E+06   0.107462E+02
  1615   0.378995E+03   0.226191E+02  -0.127348E+02   0.139674E+06   0.105978E+02
  1616   0.378010E+03   0.226037E+02  -0.132260E+02   0.139525E+06   0.104513E+02
  1617   0.377065E+03   0.225855E+02  -0.137157E+02   0.139376E+06   0.103068E+02
  1618   0.376160E+03   0.225646E+02  -0.142037E+02   0.139228E+06   0.101644E+02
  1619   0.375293E+03   0.225408E+02  -0.146900E+02   0.139080E+06   0.100240E+02
  1620   0.374464E+03   0.225144E+02  -0.151742E+02   0.138932E+06   0.988569E+01
  1621   0.373675E+03   0.224851E+02  -0.156563E+02   0.138784E+06   0.974946E+01
  1622   0.372923E+03   0.224531E+02  -0.161360E+02   0.138636E+06   0.961533E+01
  1623   0.372209E+03   0.224183E+02  -0.166131E+02   0.138489E+06   0.948333E+01
  1624   0.371532E+03   0.223808E+02  -0.170875E+02   0.138342E+06   0.935346E+01
  1625   0.370892E+03   0.223406E+02  -0.175589E+02   0.138195E+06   0.922574E+01
  1626   0.370290E+03   0.222978E+02  -0.180272E+02   0.138048E+06   0.910020E+01
  1627   0.369723E+03   0.222523E+02  -0.184922E+02   0.137902E+06   0.897686E+01
  1628   0.369193E+03   0.222042E+02  -0.189536E+02   0.137756E+06   0.885572E+01
  1629   0.368698E+03   0.221535E+02  -0.194115E+02   0.137610E+06   0.873681E+01
  1630   0.368238E+03   0.221001E+02  -0.198654E+02   0.137464E+06   0.862014E+01
